Airfoil,Alpha,CL,CD,CM,CL/CD
arad6,5,[1.1673954],[0.00836206],[-0.13633273],[139.60619163]
arad6,10,[1.67641548],[0.01398682],[-0.13019927],[119.8567878]
arad6,15,[1.98544575],[0.02744281],[-0.09283907],[72.34849662]
e838,-5,[-0.55648722],[0.00676818],[0.00516112],[-82.22112745]
e838,0,[-8.04679749e-07],[0.0043084],[2.93070081e-07],[-0.00018677]
e838,5,[0.5564772],[0.00676866],[-0.00515971],[82.21374437]
e838,10,[0.97762259],[0.01258894],[0.01176872],[77.65728098]
e838,15,[1.251267],[0.02674608],[0.03297638],[46.78319325]
goe13k,-5,[0.01193311],[0.00672887],[-0.14212985],[1.77341943]
goe13k,0,[0.46792125],[0.00575598],[-0.11982741],[81.29301508]
goe13k,5,[0.97767734],[0.01158162],[-0.11173988],[84.416288]
goe13k,10,[1.30507311],[0.02181055],[-0.0830709],[59.83676933]
goe13k,15,[1.62776571],[0.03194936],[-0.05707017],[50.94830274]
e694,-5,[0.27193967],[0.00583188],[-0.20007494],[46.62981295]
e694,0,[0.83886305],[0.00400041],[-0.21011162],[209.69429758]
e694,5,[1.19959037],[0.00934915],[-0.17560848],[128.31008579]
e694,10,[1.47996692],[0.02282474],[-0.13704506],[64.84047822]
e694,15,[1.76352809],[0.04164423],[-0.11215676],[42.34747294]
raf27,-5,[-0.51791386],[0.00629775],[-0.00812401],[-82.23787929]
raf27,0,[-4.4408921e-16],[0.00442735],[4.4408921e-17],[-1.00305832e-13]
raf27,5,[0.51791386],[0.00629775],[0.00812401],[82.23787929]
raf27,10,[1.11097184],[0.01102642],[-0.00272153],[100.75548656]
raf27,15,[1.48719508],[0.01980761],[0.02423536],[75.08200244]
goe432,-5,[-0.05800129],[0.00644219],[-0.09922483],[-9.00335343]
goe432,0,[0.47303569],[0.00599182],[-0.09063624],[78.94693282]
goe432,5,[1.01959955],[0.00654246],[-0.08877076],[155.84354954]
goe432,10,[1.49698436],[0.01145034],[-0.07498368],[130.73716455]
goe432,15,[1.80355847],[0.02339421],[-0.04045081],[77.09422284]
s2062,-5,[-0.30594636],[0.00605363],[-0.05910998],[-50.53932514]
s2062,0,[0.24397982],[0.00451372],[-0.05709893],[54.05291569]
s2062,5,[0.78252533],[0.00692469],[-0.0538762],[113.0051247]
s2062,10,[1.29498602],[0.01196298],[-0.04782772],[108.24946647]
s2062,15,[1.65118013],[0.0263003],[-0.02276442],[62.78178849]
usa25,-5,[-0.07202586],[0.00737848],[-0.09091949],[-9.7616163]
usa25,0,[0.44985435],[0.00638086],[-0.08154469],[70.5005576]
usa25,5,[0.96464819],[0.00698691],[-0.07049877],[138.0650056]
usa25,10,[1.45809785],[0.01244695],[-0.06407309],[117.14499651]
usa25,15,[1.71991724],[0.02387863],[-0.02342668],[72.02745419]
e330,-5,[-0.55505867],[0.00844353],[0.03832618],[-65.73773034]
e330,0,[-0.02339917],[0.00647634],[0.04367257],[-3.61302415]
e330,5,[0.49757984],[0.00479767],[0.05223078],[103.71270366]
e330,10,[0.99895607],[0.00934093],[0.05726308],[106.94400162]
e330,15,[1.4470867],[0.01964657],[0.05937544],[73.65595421]
ag18,-5,[-0.30273756],[0.00615328],[-0.05483383],[-49.19938212]
ag18,0,[0.25803132],[0.00510361],[-0.05345555],[50.55861701]
ag18,5,[0.80196391],[0.00648047],[-0.05056175],[123.75091737]
ag18,10,[1.33818764],[0.0121152],[-0.04852008],[110.4552565]
ag18,15,[1.77423909],[0.02477842],[-0.03665064],[71.60419633]
pmc19sm,-5,[-0.50031354],[0.00785744],[0.01183049],[-63.67385586]
pmc19sm,0,[0.07542545],[0.00647301],[0.00708895],[11.65229746]
pmc19sm,5,[0.65709493],[0.00557227],[0.00103723],[117.92236331]
pmc19sm,10,[1.19944344],[0.0114301],[-0.00305965],[104.93730798]
pmc19sm,15,[1.64008011],[0.02435096],[0.00093094],[67.35177361]
goe372,-5,[-0.08781169],[0.00598076],[-0.1041072],[-14.68235532]
goe372,0,[0.45365975],[0.00499845],[-0.09886274],[90.76001805]
goe372,5,[0.96976223],[0.00819431],[-0.09330382],[118.34585223]
goe372,10,[1.34718515],[0.02855753],[-0.06760942],[47.17442595]
goe372,15,[1.07281196],[0.15335211],[-0.07220771],[6.99574304]
m15,-5,[-0.26834085],[0.0072339],[-0.04496992],[-37.0949308]
m15,0,[0.31247742],[0.00615613],[-0.04907646],[50.75871296]
m15,5,[0.86644552],[0.00546034],[-0.04940624],[158.67986192]
m15,10,[1.39022759],[0.01173704],[-0.05072399],[118.44784617]
m15,15,[1.70360077],[0.02421292],[-0.02566567],[70.35917038]
sc20403,-5,[-0.43470116],[0.02052879],[-0.03133171],[-21.17519982]
sc20403,0,[0.15723166],[0.00469193],[-0.04293338],[33.51108925]
sc20403,5,[0.70585522],[0.04599501],[-0.03776024],[15.34634457]
sc20403,10,[0.84728329],[0.1428265],[-0.08851772],[5.93225561]
sc20403,15,[0.96974796],[0.22295316],[-0.12721897],[4.34955925]
e474,-5,[-0.55521913],[0.00644879],[-0.00562659],[-86.09668558]
e474,0,[-3.88578059e-16],[0.00677596],[1.99840144e-16],[-5.73465301e-14]
e474,5,[0.55521913],[0.00644879],[0.00562659],[86.09668558]
e474,10,[1.08562637],[0.00900421],[0.01333948],[120.56874903]
e474,15,[1.56038607],[0.01668025],[0.02396383],[93.54691737]
goe239,-5,[0.16413437],[0.00657934],[-0.15625575],[24.94694979]
goe239,0,[0.75081922],[0.00609552],[-0.16094623],[123.17566263]
goe239,5,[1.32033297],[0.00730286],[-0.16427284],[180.79667625]
goe239,10,[1.7795945],[0.01462517],[-0.14874051],[121.68026133]
goe239,15,[2.01362688],[0.03135597],[-0.10905483],[64.21829958]
stf86361,-5,[0.21315821],[0.00564154],[-0.17419195],[37.78367809]
stf86361,0,[0.81640424],[0.00362566],[-0.19430592],[225.17403021]
stf86361,5,[1.13146666],[0.01280437],[-0.15125451],[88.36564425]
stf86361,10,[1.51299461],[0.02207777],[-0.1284165],[68.53022384]
stf86361,15,[1.73826887],[0.0457452],[-0.09158793],[37.99893459]
goe100,-5,[-0.14557662],[0.0072279],[-0.0805499],[-20.14093039]
goe100,0,[0.39381928],[0.00663613],[-0.07729359],[59.34474336]
goe100,5,[0.92707344],[0.00855831],[-0.07536726],[108.32431545]
goe100,10,[1.32437724],[0.0303257],[-0.05013034],[43.67177812]
goe100,15,[1.10756375],[0.1260479],[-0.06132608],[8.78684794]
sd2083,-5,[-0.25442259],[0.00635094],[-0.0617243],[-40.06064274]
sd2083,0,[0.30436719],[0.00445183],[-0.06190305],[68.36897483]
sd2083,5,[0.85950584],[0.00637212],[-0.06363787],[134.88544133]
sd2083,10,[1.33459631],[0.01211819],[-0.05215168],[110.13162471]
sd2083,15,[1.66360014],[0.02373284],[-0.02433965],[70.09698051]
s3016,-5,[-0.37244012],[0.00675244],[-0.0322648],[-55.15640096]
s3016,0,[0.18391781],[0.00487624],[-0.03074066],[37.71711091]
s3016,5,[0.76003682],[0.00584388],[-0.03495109],[130.05687845]
s3016,10,[1.26575832],[0.01093946],[-0.02871626],[115.7057377]
s3016,15,[1.65967738],[0.02032787],[-0.0095556],[81.64542404]
aquilasm,-5,[-0.17202165],[0.00716159],[-0.06501655],[-24.02004601]
aquilasm,0,[0.39123656],[0.00589391],[-0.06496066],[66.37974374]
aquilasm,5,[0.9518996],[0.00561219],[-0.06738796],[169.61278852]
aquilasm,10,[1.44489817],[0.0117343],[-0.06050608],[123.13457587]
aquilasm,15,[1.80717294],[0.02318453],[-0.04196853],[77.94736583]
naca001035,-5,[-0.47780647],[0.00693132],[-0.01184492],[-68.93445696]
naca001035,0,[0.],[0.00256443],[8.8817842e-17],[0.]
naca001035,5,[0.47780647],[0.00693132],[0.01184492],[68.93445696]
naca001035,10,[0.95789879],[0.01578471],[0.02085386],[60.68522552]
naca001035,15,[0.5878536],[0.18638327],[-0.0012626],[3.1540041]
goe324,-5,[-0.12248689],[0.00772654],[-0.05709449],[-15.85274333]
goe324,0,[0.47433475],[0.00662542],[-0.05942732],[71.59319357]
goe324,5,[1.06547699],[0.00575641],[-0.06565946],[185.09410121]
goe324,10,[1.61222094],[0.00959324],[-0.06899509],[168.05801257]
goe324,15,[1.97282443],[0.02513705],[-0.06274925],[78.48274556]
vr14,-5,[-0.47165918],[0.00718964],[-3.81405766e-06],[-65.60258452]
vr14,0,[0.08983391],[0.00611325],[-0.00034095],[14.69496068]
vr14,5,[0.6769825],[0.00591997],[-0.00905948],[114.3558025]
vr14,10,[1.21826302],[0.01036728],[-0.0099966],[117.51041509]
vr14,15,[1.61500944],[0.02153007],[0.00880295],[75.01181501]
naca63206,-5,[-0.38519974],[0.0070174],[-0.03945734],[-54.89209439]
naca63206,0,[0.17659272],[0.0035997],[-0.04224547],[49.05759136]
naca63206,5,[0.72419166],[0.00711282],[-0.04284578],[101.81503401]
naca63206,10,[1.23292841],[0.01726172],[-0.03952153],[71.4255828]
naca63206,15,[0.93102902],[0.20187698],[-0.11001724],[4.61186329]
fxm2,-5,[0.01719643],[0.00723035],[-0.10784953],[2.37836805]
fxm2,0,[0.58626531],[0.00696478],[-0.10440491],[84.17575252]
fxm2,5,[1.14567626],[0.00700501],[-0.10147169],[163.55090703]
fxm2,10,[1.68773837],[0.01045284],[-0.09839738],[161.46210764]
fxm2,15,[2.02580525],[0.02679078],[-0.07445312],[75.61577284]
m16,-5,[-0.34824467],[0.00873648],[-0.01974682],[-39.86100199]
m16,0,[0.22031963],[0.00601581],[-0.02273364],[36.62346314]
m16,5,[0.78780361],[0.00618808],[-0.02828778],[127.3097934]
m16,10,[1.31201767],[0.01429296],[-0.0309368],[91.79466381]
m16,15,[1.47701183],[0.05628541],[-0.02444617],[26.24147023]
fx63145,-5,[0.07501156],[0.00754617],[-0.12995293],[9.94034539]
fx63145,0,[0.68819882],[0.00518638],[-0.14339397],[132.69339338]
fx63145,5,[1.25714077],[0.00758702],[-0.14534086],[165.69634926]
fx63145,10,[1.71119137],[0.01704421],[-0.13131344],[100.39719589]
fx63145,15,[1.75672906],[0.05787147],[-0.09890742],[30.35569883]
sg6041,-5,[-0.25390934],[0.00605424],[-0.06412791],[-41.93909938]
sg6041,0,[0.27930476],[0.0043076],[-0.05953456],[64.84002485]
sg6041,5,[0.80014416],[0.00681567],[-0.05283394],[117.39773499]
sg6041,10,[1.30252812],[0.01155477],[-0.04521535],[112.72644295]
sg6041,15,[1.66683802],[0.02071786],[-0.01848582],[80.45416345]
naca16018,-5,[-0.27431398],[0.00730051],[-0.05764949],[-37.57462107]
naca16018,0,[-2.49800181e-16],[0.00328654],[1.77635684e-16],[-7.60070132e-14]
naca16018,5,[0.27431398],[0.00730051],[0.05764949],[37.57462107]
naca16018,10,[0.74097029],[0.01193164],[0.06605385],[62.1012913]
naca16018,15,[1.12958851],[0.01902025],[0.08222406],[59.3887183]
ultimate,-5,[-0.67281944],[0.00750267],[0.03292442],[-89.67734774]
ultimate,0,[-0.11869045],[0.00495508],[0.0316346],[-23.95330376]
ultimate,5,[0.44006655],[0.00670625],[0.02821312],[65.62033063]
ultimate,10,[1.08273295],[0.01106515],[0.0051861],[97.85076881]
ultimate,15,[1.51617694],[0.01960229],[0.01744882],[77.34691669]
hq3015,-5,[-0.14005731],[0.006471],[-0.08848624],[-21.64385558]
hq3015,0,[0.41857849],[0.00456995],[-0.0887601],[91.59361597]
hq3015,5,[0.95269807],[0.00718669],[-0.08495583],[132.56421045]
hq3015,10,[1.40243708],[0.01129676],[-0.06765761],[124.14512254]
hq3015,15,[1.7003463],[0.02469665],[-0.04165267],[68.84927959]
r1046,-5,[0.10139624],[0.00738298],[-0.1201573],[13.73377308]
r1046,0,[0.666161],[0.00590364],[-0.12447096],[112.83909124]
r1046,5,[1.23977174],[0.00537027],[-0.13412026],[230.85840444]
r1046,10,[1.66425339],[0.01009816],[-0.11595325],[164.80763921]
r1046,15,[1.57012711],[0.05669198],[-0.07163492],[27.69575462]
ec863914,-5,[0.23517372],[0.006613],[-0.19178952],[35.56233271]
ec863914,0,[0.786651],[0.00656519],[-0.19586178],[119.8215728]
ec863914,5,[1.26134132],[0.01209071],[-0.18479682],[104.32316975]
ec863914,10,[1.64307244],[0.02266847],[-0.15589598],[72.48271166]
ec863914,15,[1.6955115],[0.06588648],[-0.11223355],[25.73383165]
eh1590,-5,[-0.48346659],[0.00718242],[-0.00204979],[-67.3125324]
eh1590,0,[0.06717309],[0.00476822],[-0.00029559],[14.08765225]
eh1590,5,[0.61534112],[0.00549149],[0.00242096],[112.05360395]
eh1590,10,[1.1576804],[0.01115777],[-0.0003738],[103.7555408]
eh1590,15,[1.545929],[0.02224766],[0.01732362],[69.48725583]
goe09k,-5,[-0.43533032],[0.03943321],[-0.03174584],[-11.03968725]
goe09k,0,[0.13084963],[0.00346129],[-0.03289459],[37.80373901]
goe09k,5,[0.62212956],[0.03316326],[-0.01139371],[18.75960441]
goe09k,10,[0.76203803],[0.12604537],[-0.04958821],[6.04574403]
goe09k,15,[0.87927529],[0.20453717],[-0.08780476],[4.29885332]
sp4721la,-5,[0.16994779],[0.00767176],[-0.16922494],[22.15238603]
sp4721la,0,[0.79437038],[0.00601453],[-0.18960529],[132.07521792]
sp4721la,5,[1.35675043],[0.00771128],[-0.19303626],[175.9436339]
sp4721la,10,[1.71498712],[0.01635146],[-0.1619082],[104.88284324]
sp4721la,15,[1.95598571],[0.03680571],[-0.1301101],[53.14354077]
goe11k,-5,[-0.11033082],[0.00543786],[-0.10833595],[-20.28938089]
goe11k,0,[0.37622422],[0.00407821],[-0.09437915],[92.25221333]
goe11k,5,[0.92130492],[0.00793968],[-0.0940166],[116.03806037]
goe11k,10,[1.33871738],[0.0123881],[-0.0676374],[108.06482358]
goe11k,15,[1.65676332],[0.0223012],[-0.02974191],[74.29033733]
rc10n1,-5,[-0.51253278],[0.00762402],[0.00879912],[-67.22601716]
rc10n1,0,[0.05479991],[0.00460806],[0.0057515],[11.89217888]
rc10n1,5,[0.59917912],[0.00595588],[0.00473027],[100.60296189]
rc10n1,10,[1.16313823],[0.01081619],[-0.0034247],[107.53676736]
rc10n1,15,[1.57958532],[0.02101463],[0.00773614],[75.16598609]
ag455ct02r,-5,[-0.38487388],[0.00682561],[-0.03049625],[-56.38676849]
ag455ct02r,0,[0.18248815],[0.00524435],[-0.03026069],[34.79708972]
ag455ct02r,5,[0.73289971],[0.00601686],[-0.02893592],[121.80769524]
ag455ct02r,10,[1.27634887],[0.01114246],[-0.02817571],[114.54820637]
ag455ct02r,15,[1.72776047],[0.0233492],[-0.0194323],[73.99654935]
r140sm,-5,[-0.49834973],[0.00725087],[-0.00628456],[-68.72965566]
r140sm,0,[0.02747247],[0.00399954],[-0.00393747],[6.86890307]
r140sm,5,[0.55011699],[0.00710389],[-0.00118399],[77.43884506]
r140sm,10,[1.08787519],[0.01232742],[-0.00470436],[88.24842971]
r140sm,15,[1.37745196],[0.02626802],[0.02670704],[52.43836918]
ag53,-5,[-0.33249797],[0.00620586],[-0.04657799],[-53.57807834]
ag53,0,[0.21798767],[0.00481458],[-0.04479346],[45.27655301]
ag53,5,[0.76438315],[0.00639622],[-0.04343975],[119.5054439]
ag53,10,[1.28240774],[0.01171851],[-0.03797861],[109.434411]
ag53,15,[1.71083527],[0.02209583],[-0.02432366],[77.4279851]
goe490,-5,[-0.1315478],[0.0062628],[-0.08669864],[-21.00463588]
goe490,0,[0.39255443],[0.00571066],[-0.07713341],[68.74067417]
goe490,5,[0.95365468],[0.00624296],[-0.07754058],[152.75688373]
goe490,10,[1.41252447],[0.0122071],[-0.06164736],[115.71336482]
goe490,15,[1.69662192],[0.02285211],[-0.02200135],[74.24355614]
naca0008,-5,[-0.55172824],[0.00628346],[-0.00102414],[-87.80642693]
naca0008,0,[-2.22044605e-16],[0.00458104],[8.8817842e-17],[-4.84703906e-14]
naca0008,5,[0.55172824],[0.00628346],[0.00102414],[87.80642693]
naca0008,10,[1.09737547],[0.01106208],[0.00140308],[99.20157794]
naca0008,15,[1.5514546],[0.02222864],[0.01103634],[69.7953042]
mh200,-5,[-0.20837377],[0.00666154],[-0.07637232],[-31.28011729]
mh200,0,[0.35381446],[0.0037813],[-0.0806955],[93.56962892]
mh200,5,[0.88024091],[0.00706129],[-0.07753258],[124.65720289]
mh200,10,[1.34449999],[0.01254854],[-0.06508187],[107.14397941]
mh200,15,[1.63729233],[0.02454618],[-0.03309748],[66.70252128]
s2027,-5,[-0.2639697],[0.00714577],[-0.05425439],[-36.94067816]
s2027,0,[0.30778556],[0.00486891],[-0.05767584],[63.21444352]
s2027,5,[0.88203244],[0.0059744],[-0.06143988],[147.63540753]
s2027,10,[1.36751247],[0.01197168],[-0.05447348],[114.22897269]
s2027,15,[1.65690863],[0.02611363],[-0.02960623],[63.44994747]
goe10k,-5,[-0.33162517],[0.01000254],[-0.05307609],[-33.1540887]
goe10k,0,[0.20574572],[0.00349856],[-0.05147833],[58.80876834]
goe10k,5,[0.73175583],[0.00821069],[-0.04822821],[89.12231985]
goe10k,10,[0.77593701],[0.11599119],[-0.03811911],[6.68962038]
goe10k,15,[0.85754097],[0.19453807],[-0.07653317],[4.40808819]
goe619,-5,[-0.03165601],[0.0063104],[-0.11494537],[-5.01648018]
goe619,0,[0.51097025],[0.00600133],[-0.1081473],[85.14279489]
goe619,5,[1.02209249],[0.00748534],[-0.0970394],[136.54586]
goe619,10,[1.53339045],[0.01008394],[-0.08879349],[152.06263299]
goe619,15,[1.77670189],[0.02472445],[-0.04993274],[71.86012015]
e1211,-5,[-0.05917997],[0.00675983],[-0.10119657],[-8.75465456]
e1211,0,[0.52542097],[0.00681999],[-0.09895259],[77.0413598]
e1211,5,[1.09673501],[0.0078921],[-0.09618659],[138.96613975]
e1211,10,[1.63457703],[0.00924439],[-0.09099167],[176.81820135]
e1211,15,[2.02212685],[0.0151378],[-0.06536068],[133.5812759]
usa35a,-5,[0.13962141],[0.00754875],[-0.13261637],[18.49597363]
usa35a,0,[0.73412702],[0.00726704],[-0.13626525],[101.02145703]
usa35a,5,[1.29472218],[0.00731015],[-0.13687129],[177.11303358]
usa35a,10,[1.7669934],[0.01154084],[-0.12419626],[153.10788299]
usa35a,15,[2.07793816],[0.02488682],[-0.10214627],[83.49552074]
e858,-5,[0.0487434],[0.00779119],[-0.12118814],[6.25621976]
e858,0,[0.57263045],[0.00685357],[-0.11151962],[83.55216395]
e858,5,[1.08167961],[0.0079419],[-0.10152183],[136.1990452]
e858,10,[1.53422908],[0.01024506],[-0.08538976],[149.75305357]
e858,15,[2.04143869],[0.01729291],[-0.09293528],[118.05064718]
sd7090,-5,[-0.30403213],[0.00624795],[-0.05376981],[-48.66108855]
sd7090,0,[0.23560696],[0.00513984],[-0.04814406],[45.83933431]
sd7090,5,[0.77903066],[0.00608724],[-0.0438124],[127.97759161]
sd7090,10,[1.29018083],[0.01082219],[-0.03688063],[119.21619839]
sd7090,15,[1.70417269],[0.01835619],[-0.01656555],[92.83911374]
raf32md,-5,[-0.03000905],[0.0058137],[-0.12450226],[-5.16177772]
raf32md,0,[0.52541828],[0.00453653],[-0.12400056],[115.81933386]
raf32md,5,[1.02721212],[0.00762864],[-0.11462291],[134.65215042]
raf32md,10,[1.48439544],[0.01290824],[-0.09794082],[114.99594239]
raf32md,15,[1.7789599],[0.02440172],[-0.0629321],[72.90306661]
naca653218,-5,[-0.40277218],[0.00738524],[-0.03064854],[-54.53742189]
naca653218,0,[0.18805669],[0.00417824],[-0.04265472],[45.00860298]
naca653218,5,[0.7502013],[0.00817453],[-0.04917037],[91.77298552]
naca653218,10,[1.23894],[0.01336846],[-0.0449104],[92.67636437]
naca653218,15,[1.57155067],[0.02797614],[-0.03234305],[56.17468137]
e1098,-5,[-0.03703654],[0.00729486],[-0.11323296],[-5.07707542]
e1098,0,[0.55009015],[0.00460709],[-0.12534011],[119.40077069]
e1098,5,[1.12419795],[0.00554152],[-0.13393258],[202.86804006]
e1098,10,[1.38262553],[0.0175741],[-0.09064667],[78.67403577]
e1098,15,[1.57517839],[0.04290663],[-0.06737151],[36.71176714]
goe459,-5,[-0.49710763],[0.00621657],[-0.0135636],[-79.96496833]
goe459,0,[-2.22044605e-16],[0.00487038],[1.55431223e-16],[-4.55907708e-14]
goe459,5,[0.49710763],[0.00621657],[0.0135636],[79.96496833]
goe459,10,[1.08864425],[0.01033621],[0.00395597],[105.32338901]
goe459,15,[1.49831614],[0.01715538],[0.02509767],[87.3379969]
goe780,-5,[-0.42442976],[0.00743163],[-0.01706458],[-57.11127221]
goe780,0,[-0.00978295],[0.00304961],[0.00827952],[-3.20793125]
goe780,5,[0.41152477],[0.00709695],[0.03190188],[57.98617221]
goe780,10,[0.76802253],[0.05010825],[0.04416573],[15.32726739]
goe780,15,[0.63836207],[0.16402663],[0.01802549],[3.89181961]
naca64209,-5,[-0.3899401],[0.00640321],[-0.03798045],[-60.89755225]
naca64209,0,[0.18221633],[0.00373325],[-0.04313552],[48.80904724]
naca64209,5,[0.73739004],[0.00727845],[-0.04498211],[101.31136433]
naca64209,10,[1.26424786],[0.01224133],[-0.04288851],[103.27703913]
naca64209,15,[1.68314912],[0.02449375],[-0.02970878],[68.71749688]
goe692,-5,[0.00976939],[0.00661714],[-0.12346265],[1.47637766]
goe692,0,[0.59014489],[0.00609024],[-0.12749794],[96.90007204]
goe692,5,[1.12769871],[0.00671861],[-0.12459023],[167.84709575]
goe692,10,[1.54791243],[0.01201616],[-0.10264208],[128.81920698]
goe692,15,[1.82706537],[0.02796716],[-0.07522626],[65.32894894]
mh106,-5,[-0.53916508],[0.00803286],[0.01051218],[-67.11997139]
mh106,0,[0.00422026],[0.00524149],[0.01466281],[0.80516559]
mh106,5,[0.55103517],[0.00503454],[0.01885614],[109.45087432]
mh106,10,[1.15032804],[0.010594],[0.00469712],[108.58292401]
mh106,15,[1.5239031],[0.01943723],[0.02839721],[78.40125153]
usa26,-5,[-0.1124901],[0.00677918],[-0.08459041],[-16.59346753]
usa26,0,[0.40554043],[0.00656769],[-0.07444841],[61.7478154]
usa26,5,[0.91911543],[0.00579556],[-0.06438729],[158.58944801]
usa26,10,[1.42861021],[0.01217133],[-0.06030606],[117.37500937]
usa26,15,[1.69214654],[0.02249456],[-0.01832456],[75.22470202]
th25816,-5,[-0.02167643],[0.01022778],[-0.118132],[-2.11936851]
th25816,0,[0.27203759],[0.00670002],[-0.07831655],[40.60249616]
th25816,5,[0.77895516],[0.00827533],[-0.08030625],[94.12977872]
th25816,10,[0.9879836],[0.02232609],[-0.03660602],[44.2524265]
th25816,15,[1.19934677],[0.04473851],[-0.01169066],[26.80793059]
goe117,-5,[-0.07039228],[0.00648748],[-0.10774855],[-10.8504787]
goe117,0,[0.48546641],[0.00528361],[-0.10777354],[91.8815405]
goe117,5,[1.00208685],[0.0082144],[-0.10291029],[121.99152057]
goe117,10,[1.46816826],[0.01355648],[-0.09034518],[108.30007772]
goe117,15,[1.71388465],[0.03049604],[-0.05603079],[56.20022758]
gs1,-5,[-0.08383263],[0.00639258],[-0.10883706],[-13.11404237]
gs1,0,[0.4893967],[0.00582135],[-0.10901034],[84.06921406]
gs1,5,[1.04920984],[0.00645461],[-0.10775023],[162.55191999]
gs1,10,[1.50287054],[0.01232963],[-0.08945605],[121.89093394]
gs1,15,[1.79999174],[0.02444279],[-0.05807945],[73.64100496]
e197,-5,[-0.25557701],[0.00705712],[-0.06190504],[-36.2154733]
e197,0,[0.3047817],[0.0046815],[-0.06289852],[65.10346027]
e197,5,[0.8516139],[0.005791],[-0.0617051],[147.0582073]
e197,10,[1.31916371],[0.0121633],[-0.05094082],[108.45439975]
e197,15,[1.60695123],[0.0262325],[-0.02476427],[61.25802319]
mh70,-5,[-0.25867412],[0.00684211],[-0.05238616],[-37.80620399]
mh70,0,[0.30816088],[0.00515101],[-0.05196683],[59.82528341]
mh70,5,[0.87127371],[0.00590228],[-0.0522928],[147.61657832]
mh70,10,[1.37853136],[0.01106585],[-0.04663816],[124.57527029]
